           # s        inv_Ta        inv_Tb            Ha            Hb
         # (m)         (1/s)         (1/s)           (m)           (m)
     403.40001    6.7981E-03    0.0000E+00    3.2935E+00    0.0000E+00
     403.50001    6.8074E-03    0.0000E+00    3.3382E+00    0.0000E+00
     403.60001    6.8202E-03    0.0000E+00    3.3821E+00    0.0000E+00
     403.70001    6.8365E-03    0.0000E+00    3.4250E+00    0.0000E+00
     403.80001    6.8565E-03    0.0000E+00    3.4670E+00    0.0000E+00
     403.90001    6.8803E-03    0.0000E+00    3.5080E+00    0.0000E+00
     404.00001    6.9079E-03    0.0000E+00    3.5480E+00    0.0000E+00
     404.10001    6.9397E-03    0.0000E+00    3.5869E+00    0.0000E+00
     404.20001    6.9756E-03    0.0000E+00    3.6248E+00    0.0000E+00
     404.30001    7.0159E-03    0.0000E+00    3.6617E+00    0.0000E+00
     404.40001    7.0607E-03    0.0000E+00    3.6975E+00    0.0000E+00
     404.50001    7.1100E-03    0.0000E+00    3.7321E+00    0.0000E+00
     404.60001    7.1132E-03    0.0000E+00    3.7390E+00    0.0000E+00
     404.70001    7.1101E-03    0.0000E+00    3.7390E+00    0.0000E+00
     404.80001    7.1136E-03    0.0000E+00    3.7390E+00    0.0000E+00
     404.90001    7.1237E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.00001    7.1400E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.10001    7.1622E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.20001    7.1906E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.30001    7.2639E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.40001    7.4032E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.50001    7.6089E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.60001    7.8842E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.70001    8.2279E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.80001    8.5907E-03    0.0000E+00    3.7390E+00    0.0000E+00
     405.90001    8.9610E-03    0.0000E+00    3.7390E+00    0.0000E+00
     406.00001    9.3376E-03    0.0000E+00    3.7390E+00    0.0000E+00
     406.10001    9.7196E-03    0.0000E+00    3.7390E+00    0.0000E+00
     406.20001    1.0106E-02    0.0000E+00    3.7390E+00    0.0000E+00
     406.30001    1.0495E-02    0.0000E+00    3.7390E+00    0.0000E+00
     406.40001    1.0919E-02    0.0000E+00    3.7505E+00    0.0000E+00
     406.50001    1.1354E-02    0.0000E+00    3.7643E+00    0.0000E+00
     406.60001    1.1790E-02    0.0000E+00    3.7774E+00    0.0000E+00
     406.70001    1.2225E-02    0.0000E+00    3.7897E+00    0.0000E+00
     406.80001    1.2660E-02    0.0000E+00    3.8012E+00    0.0000E+00
     406.90001    1.3092E-02    0.0000E+00    3.8120E+00    0.0000E+00
     407.00001    1.3523E-02    0.0000E+00    3.8220E+00    0.0000E+00
     407.10001    1.3952E-02    0.0000E+00    3.8314E+00    0.0000E+00
     407.20001    1.4379E-02    0.0000E+00    3.8399E+00    0.0000E+00
     407.30001    1.4805E-02    0.0000E+00    3.8477E+00    0.0000E+00
     407.40001    1.5229E-02    0.0000E+00    3.8548E+00    0.0000E+00
     407.50001    1.5653E-02    0.0000E+00    3.8612E+00    0.0000E+00
     407.60001    1.6079E-02    0.0000E+00    3.8668E+00    0.0000E+00
     407.70001    1.6506E-02    0.0000E+00    3.8717E+00    0.0000E+00
     407.80001    1.6937E-02    0.0000E+00    3.8759E+00    0.0000E+00
     407.90001    1.7372E-02    0.0000E+00    3.8794E+00    0.0000E+00
     408.00001    1.7814E-02    0.0000E+00    3.8821E+00    0.0000E+00
     408.10001    1.8263E-02    0.0000E+00    3.8842E+00    0.0000E+00
     408.20001    1.8723E-02    0.0000E+00    3.8855E+00    0.0000E+00
     408.30001    1.9194E-02    0.0000E+00    3.8862E+00    0.0000E+00
     408.40001    1.9678E-02    0.0000E+00    3.8861E+00    0.0000E+00
     408.50001    2.0178E-02    0.0000E+00    3.8854E+00    0.0000E+00
     408.60001    2.0695E-02    0.0000E+00    3.8840E+00    0.0000E+00
     408.70001    2.1232E-02    0.0000E+00    3.8820E+00    0.0000E+00
     408.80001    2.1798E-02    0.0000E+00    3.8808E+00    0.0000E+00
     408.90001    2.2400E-02    0.0000E+00    3.8808E+00    0.0000E+00
     409.00001    2.3032E-02    0.0000E+00    3.8808E+00    0.0000E+00
     409.10001    2.3681E-02    0.0000E+00    3.8780E+00    0.0000E+00
     409.20001    2.4348E-02    0.0000E+00    3.8723E+00    0.0000E+00
     409.30001    2.5049E-02    0.0000E+00    3.8660E+00    0.0000E+00
     409.40001    2.5786E-02    0.0000E+00    3.8590E+00    0.0000E+00
     409.50001    2.6564E-02    0.0000E+00    3.8515E+00    0.0000E+00
     409.60001    2.7385E-02    0.0000E+00    3.8434E+00    0.0000E+00
     409.70001    2.8252E-02    0.0000E+00    3.8347E+00    0.0000E+00
     409.80001    2.9171E-02    0.0000E+00    3.8254E+00    0.0000E+00
     409.90001    3.0144E-02    0.0000E+00    3.8156E+00    0.0000E+00
     410.00001    3.1176E-02    0.0000E+00    3.8053E+00    0.0000E+00
     410.10001    3.2271E-02    0.0000E+00    3.7945E+00    0.0000E+00
     410.20001    3.3435E-02    0.0000E+00    3.7831E+00    0.0000E+00
     410.30001    3.4674E-02    0.0000E+00    3.7713E+00    0.0000E+00
     410.40001    3.5992E-02    0.0000E+00    3.7590E+00    0.0000E+00
     410.50001    3.7397E-02    0.0000E+00    3.7462E+00    0.0000E+00
     410.60001    3.8896E-02    0.0000E+00    3.7330E+00    0.0000E+00
     410.70001    4.0495E-02    0.0000E+00    3.7193E+00    0.0000E+00
     410.80001    4.2204E-02    0.0000E+00    3.7052E+00    0.0000E+00
     410.90001    4.4031E-02    0.0000E+00    3.6908E+00    0.0000E+00
     411.00001    4.5985E-02    0.0000E+00    3.6759E+00    0.0000E+00
     411.10001    4.8078E-02    0.0000E+00    3.6607E+00    0.0000E+00
     411.20001    5.0319E-02    0.0000E+00    3.6452E+00    0.0000E+00
     411.30001    5.2722E-02    0.0000E+00    3.6293E+00    0.0000E+00
     411.40001    5.5300E-02    0.0000E+00    3.6131E+00    0.0000E+00
     411.50001    5.8131E-02    0.0000E+00    3.6007E+00    0.0000E+00
     411.60001    6.1388E-02    0.0000E+00    3.6007E+00    0.0000E+00
     411.70001    6.4900E-02    0.0000E+00    3.6007E+00    0.0000E+00
     411.80001    6.8687E-02    0.0000E+00    3.6007E+00    0.0000E+00
     411.90001    7.2773E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.00001    7.7179E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.10001    8.1928E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.20001    8.6863E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.30001    9.1134E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.40001    9.4447E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.50001    9.6631E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.60001    9.7580E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.70001    9.7718E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.80001    9.7722E-02    0.0000E+00    3.6007E+00    0.0000E+00
     412.90001    9.7604E-02    0.0000E+00    3.6007E+00    0.0000E+00
     413.00001    9.7367E-02    0.0000E+00    3.6007E+00    0.0000E+00
     413.10001    9.7017E-02    0.0000E+00    3.6007E+00    0.0000E+00
     413.20001    9.6558E-02    0.0000E+00    3.6007E+00    0.0000E+00
     413.30001    9.5847E-02    0.0000E+00    3.5950E+00    0.0000E+00
     413.40001    9.4584E-02    0.0000E+00    3.5720E+00    0.0000E+00
     413.50001    9.3253E-02    0.0000E+00    3.5492E+00    0.0000E+00
     413.60001    9.1861E-02    0.0000E+00    3.5268E+00    0.0000E+00
     413.70001    9.0417E-02    0.0000E+00    3.5047E+00    0.0000E+00
     413.80001    8.8926E-02    0.0000E+00    3.4829E+00    0.0000E+00
     413.90001    8.7398E-02    0.0000E+00    3.4613E+00    0.0000E+00
     414.00001    8.5838E-02    0.0000E+00    3.4400E+00    0.0000E+00
     414.10001    8.4253E-02    0.0000E+00    3.4189E+00    0.0000E+00
     414.20001    8.2650E-02    0.0000E+00    3.3980E+00    0.0000E+00
     414.30001    8.1034E-02    0.0000E+00    3.3773E+00    0.0000E+00
     414.40001    7.9411E-02    0.0000E+00    3.3568E+00    0.0000E+00
     414.50001    7.7786E-02    0.0000E+00    3.3365E+00    0.0000E+00
     414.60001    7.6163E-02    0.0000E+00    3.3163E+00    0.0000E+00
     414.70001    7.4545E-02    0.0000E+00    3.2963E+00    0.0000E+00
     414.80001    7.2938E-02    0.0000E+00    3.2765E+00    0.0000E+00
     414.90001    7.1343E-02    0.0000E+00    3.2567E+00    0.0000E+00
     415.00001    6.9764E-02    0.0000E+00    3.2371E+00    0.0000E+00
     415.10001    6.8203E-02    0.0000E+00    3.2175E+00    0.0000E+00
     415.20001    6.6663E-02    0.0000E+00    3.1981E+00    0.0000E+00
     415.30001    6.5143E-02    0.0000E+00    3.1787E+00    0.0000E+00
     415.40001    6.3647E-02    0.0000E+00    3.1594E+00    0.0000E+00
     415.50001    6.2175E-02    0.0000E+00    3.1402E+00    0.0000E+00
     415.60001    6.0727E-02    0.0000E+00    3.1210E+00    0.0000E+00
     415.70001    5.9305E-02    0.0000E+00    3.1018E+00    0.0000E+00
     415.80001    5.8256E-02    0.0000E+00    3.1012E+00    0.0000E+00
     415.90001    5.7229E-02    0.0000E+00    3.1012E+00    0.0000E+00
     416.00001    5.6214E-02    0.0000E+00    3.1012E+00    0.0000E+00
     416.10001    5.4872E-02    0.0000E+00    3.0821E+00    0.0000E+00
     416.20001    5.3543E-02    0.0000E+00    3.0625E+00    0.0000E+00
     416.30001    5.2238E-02    0.0000E+00    3.0428E+00    0.0000E+00
     416.40001    5.0956E-02    0.0000E+00    3.0231E+00    0.0000E+00
     416.50001    4.9697E-02    0.0000E+00    3.0034E+00    0.0000E+00
     416.60001    4.8458E-02    0.0000E+00    2.9837E+00    0.0000E+00
     416.70001    4.7238E-02    0.0000E+00    2.9639E+00    0.0000E+00
     416.80001    4.6037E-02    0.0000E+00    2.9441E+00    0.0000E+00
     416.90001    4.4854E-02    0.0000E+00    2.9242E+00    0.0000E+00
     417.00001    4.3686E-02    0.0000E+00    2.9043E+00    0.0000E+00
     417.10001    4.2532E-02    0.0000E+00    2.8843E+00    0.0000E+00
     417.20001    4.1392E-02    0.0000E+00    2.8643E+00    0.0000E+00
     417.30001    4.0264E-02    0.0000E+00    2.8442E+00    0.0000E+00
     417.40001    3.9148E-02    0.0000E+00    2.8240E+00    0.0000E+00
     417.50001    3.8041E-02    0.0000E+00    2.8037E+00    0.0000E+00
     417.60001    3.6943E-02    0.0000E+00    2.7834E+00    0.0000E+00
     417.70001    3.5853E-02    0.0000E+00    2.7629E+00    0.0000E+00
     417.80001    3.4772E-02    0.0000E+00    2.7424E+00    0.0000E+00
     417.90001    3.3697E-02    0.0000E+00    2.7218E+00    0.0000E+00
     418.00001    3.2630E-02    0.0000E+00    2.7011E+00    0.0000E+00
     418.10001    3.1571E-02    0.0000E+00    2.6802E+00    0.0000E+00
     418.20001    3.0519E-02    0.0000E+00    2.6593E+00    0.0000E+00
     418.30001    2.9475E-02    0.0000E+00    2.6383E+00    0.0000E+00
     418.40001    2.8440E-02    0.0000E+00    2.6172E+00    0.0000E+00
     418.50001    2.7569E-02    0.0000E+00    2.6107E+00    0.0000E+00
     418.60001    2.6768E-02    0.0000E+00    2.6107E+00    0.0000E+00
     418.70001    2.5966E-02    0.0000E+00    2.6107E+00    0.0000E+00
     418.80001    2.5165E-02    0.0000E+00    2.6107E+00    0.0000E+00
     418.90001    2.4367E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.00001    2.3572E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.10001    2.2783E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.20001    2.2107E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.30001    2.1620E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.40001    2.1314E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.50001    2.1187E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.60001    2.1234E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.70001    2.1326E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.80001    2.1425E-02    0.0000E+00    2.6107E+00    0.0000E+00
     419.90001    2.1532E-02    0.0000E+00    2.6107E+00    0.0000E+00
     420.00001    2.1650E-02    0.0000E+00    2.6107E+00    0.0000E+00
     420.10001    2.1778E-02    0.0000E+00    2.6107E+00    0.0000E+00
     420.20001    2.1919E-02    0.0000E+00    2.6107E+00    0.0000E+00
     420.30001    2.1900E-02    0.0000E+00    2.5904E+00    0.0000E+00
     420.40001    2.1812E-02    0.0000E+00    2.5605E+00    0.0000E+00
     420.50001    2.1730E-02    0.0000E+00    2.5302E+00    0.0000E+00
     420.60001    2.1654E-02    0.0000E+00    2.4995E+00    0.0000E+00
     420.70001    2.1584E-02    0.0000E+00    2.4682E+00    0.0000E+00
     420.80001    2.1519E-02    0.0000E+00    2.4365E+00    0.0000E+00
     420.90001    2.1460E-02    0.0000E+00    2.4044E+00    0.0000E+00
     421.00001    2.1407E-02    0.0000E+00    2.3718E+00    0.0000E+00
     421.10001    2.1358E-02    0.0000E+00    2.3389E+00    0.0000E+00
     421.20001    2.1315E-02    0.0000E+00    2.3055E+00    0.0000E+00
     421.30001    2.1275E-02    0.0000E+00    2.2718E+00    0.0000E+00
     421.40001    2.1240E-02    0.0000E+00    2.2378E+00    0.0000E+00
     421.50001    2.1209E-02    0.0000E+00    2.2034E+00    0.0000E+00
     421.60001    2.1180E-02    0.0000E+00    2.1688E+00    0.0000E+00
     421.70001    2.1155E-02    0.0000E+00    2.1338E+00    0.0000E+00
     421.80001    2.1131E-02    0.0000E+00    2.0986E+00    0.0000E+00
     421.90001    2.1110E-02    0.0000E+00    2.0632E+00    0.0000E+00
     422.00001    2.1089E-02    0.0000E+00    2.0275E+00    0.0000E+00
     422.10001    2.1069E-02    0.0000E+00    1.9917E+00    0.0000E+00
     422.20001    2.1050E-02    0.0000E+00    1.9556E+00    0.0000E+00
     422.30001    2.1029E-02    0.0000E+00    1.9195E+00    0.0000E+00
     422.40001    2.1008E-02    0.0000E+00    1.8832E+00    0.0000E+00
     422.50001    2.0984E-02    0.0000E+00    1.8468E+00    0.0000E+00
     422.60001    2.0959E-02    0.0000E+00    1.8104E+00    0.0000E+00
     422.70001    2.1109E-02    0.0000E+00    1.7890E+00    0.0000E+00
     422.80001    2.1518E-02    0.0000E+00    1.7890E+00    0.0000E+00
     422.90001    2.1940E-02    0.0000E+00    1.7890E+00    0.0000E+00
     423.00001    2.2176E-02    0.0000E+00    1.7732E+00    0.0000E+00
     423.10001    2.2133E-02    0.0000E+00    1.7352E+00    0.0000E+00
     423.20001    2.2083E-02    0.0000E+00    1.6973E+00    0.0000E+00
     423.30001    2.2024E-02    0.0000E+00    1.6594E+00    0.0000E+00
     423.40001    2.1956E-02    0.0000E+00    1.6217E+00    0.0000E+00
     423.50001    2.1878E-02    0.0000E+00    1.5841E+00    0.0000E+00
     423.60001    2.1790E-02    0.0000E+00    1.5467E+00    0.0000E+00
     423.70001    2.1689E-02    0.0000E+00    1.5096E+00    0.0000E+00
     423.80001    2.1576E-02    0.0000E+00    1.4727E+00    0.0000E+00
     423.90001    2.1450E-02    0.0000E+00    1.4360E+00    0.0000E+00
     424.00001    2.1309E-02    0.0000E+00    1.3997E+00    0.0000E+00
     424.10001    2.1154E-02    0.0000E+00    1.3637E+00    0.0000E+00
     424.20001    2.0983E-02    0.0000E+00    1.3281E+00    0.0000E+00
     424.30001    2.0795E-02    0.0000E+00    1.2929E+00    0.0000E+00
     424.40001    2.0591E-02    0.0000E+00    1.2582E+00    0.0000E+00
     424.50001    2.0369E-02    0.0000E+00    1.2240E+00    0.0000E+00
     424.60001    2.0130E-02    0.0000E+00    1.1902E+00    0.0000E+00
     424.70001    1.9873E-02    0.0000E+00    1.1571E+00    0.0000E+00
     424.80001    1.9599E-02    0.0000E+00    1.1245E+00    0.0000E+00
     424.90001    1.9306E-02    0.0000E+00    1.0925E+00    0.0000E+00
     425.00001    1.8997E-02    0.0000E+00    1.0612E+00    0.0000E+00
     425.10001    1.8670E-02    0.0000E+00    1.0307E+00    0.0000E+00
     425.20001    1.8328E-02    0.0000E+00    1.0008E+00    0.0000E+00
     425.30001    1.7970E-02    0.0000E+00    9.7176E-01    0.0000E+00
     425.40001    1.7670E-02    0.0000E+00    9.4741E-01    0.0000E+00
     425.50001    1.7799E-02    0.0000E+00    9.4741E-01    0.0000E+00
     425.60001    1.7905E-02    0.0000E+00    9.4741E-01    0.0000E+00
     425.70001    1.7988E-02    0.0000E+00    9.4741E-01    0.0000E+00
     425.80001    1.8044E-02    0.0000E+00    9.4741E-01    0.0000E+00
     425.90001    1.8074E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.00001    1.8076E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.10001    1.8034E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.20001    1.7845E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.30001    1.7498E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.40001    1.7003E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.50001    1.6380E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.60001    1.5685E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.70001    1.5009E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.80001    1.4355E-02    0.0000E+00    9.4741E-01    0.0000E+00
     426.90001    1.3724E-02    0.0000E+00    9.4741E-01    0.0000E+00
     427.00001    1.3118E-02    0.0000E+00    9.4741E-01    0.0000E+00
     427.10001    1.2537E-02    0.0000E+00    9.4741E-01    0.0000E+00
     427.20001    1.1931E-02    0.0000E+00    9.4361E-01    0.0000E+00
     427.30001    1.1082E-02    0.0000E+00    9.1715E-01    0.0000E+00
     427.40001    1.0301E-02    0.0000E+00    8.9214E-01    0.0000E+00
     427.50001    9.5847E-03    0.0000E+00    8.6856E-01    0.0000E+00
     427.60001    8.9280E-03    0.0000E+00    8.4639E-01    0.0000E+00
     427.70001    8.3263E-03    0.0000E+00    8.2559E-01    0.0000E+00
     427.80001    7.7754E-03    0.0000E+00    8.0615E-01    0.0000E+00
     427.90001    7.2713E-03    0.0000E+00    7.8804E-01    0.0000E+00
     428.00001    6.8101E-03    0.0000E+00    7.7125E-01    0.0000E+00
     428.10001    6.3883E-03    0.0000E+00    7.5574E-01    0.0000E+00
     428.20001    6.0028E-03    0.0000E+00    7.4150E-01    0.0000E+00
     428.30001    5.6505E-03    0.0000E+00    7.2851E-01    0.0000E+00
     428.40001    5.3285E-03    0.0000E+00    7.1674E-01    0.0000E+00
     428.50001    5.0344E-03    0.0000E+00    7.0617E-01    0.0000E+00
     428.60001    4.7657E-03    0.0000E+00    6.9678E-01    0.0000E+00
     428.70001    4.5203E-03    0.0000E+00    6.8854E-01    0.0000E+00
     428.80001    4.2961E-03    0.0000E+00    6.8144E-01    0.0000E+00
     428.90001    4.0914E-03    0.0000E+00    6.7546E-01    0.0000E+00
     429.00001    3.9045E-03    0.0000E+00    6.7057E-01    0.0000E+00
     429.10001    3.7339E-03    0.0000E+00    6.6675E-01    0.0000E+00
     429.20001    3.5780E-03    0.0000E+00    6.6398E-01    0.0000E+00
     429.30001    3.4358E-03    0.0000E+00    6.6224E-01    0.0000E+00
     429.40001    3.3059E-03    0.0000E+00    6.6150E-01    0.0000E+00
     429.50001    3.1873E-03    0.0000E+00    6.6176E-01    0.0000E+00
     429.60001    3.0791E-03    0.0000E+00    6.6298E-01    0.0000E+00
     429.70001    2.9716E-03    0.0000E+00    6.6322E-01    0.0000E+00
     429.80001    2.8683E-03    0.0000E+00    6.6322E-01    0.0000E+00
     429.90001    2.7700E-03    0.0000E+00    6.6322E-01    0.0000E+00
     430.00001    2.6854E-03    0.0000E+00    6.6544E-01    0.0000E+00
     430.10001    2.6092E-03    0.0000E+00    6.6883E-01    0.0000E+00
     430.20001    2.5396E-03    0.0000E+00    6.7309E-01    0.0000E+00
     430.30001    2.4762E-03    0.0000E+00    6.7820E-01    0.0000E+00
     430.40001    2.4184E-03    0.0000E+00    6.8413E-01    0.0000E+00
     430.50001    2.3656E-03    0.0000E+00    6.9088E-01    0.0000E+00
     430.60001    2.3176E-03    0.0000E+00    6.9842E-01    0.0000E+00
     430.70001    2.2739E-03    0.0000E+00    7.0674E-01    0.0000E+00
     430.80001    2.2341E-03    0.0000E+00    7.1581E-01    0.0000E+00
     430.90001    2.1980E-03    0.0000E+00    7.2561E-01    0.0000E+00
     431.00001    2.1651E-03    0.0000E+00    7.3613E-01    0.0000E+00
     431.10001    2.1354E-03    0.0000E+00    7.4736E-01    0.0000E+00
     431.20001    2.1084E-03    0.0000E+00    7.5926E-01    0.0000E+00
     431.30001    2.0840E-03    0.0000E+00    7.7183E-01    0.0000E+00
     431.40001    2.0620E-03    0.0000E+00    7.8505E-01    0.0000E+00
     431.50001    2.0422E-03    0.0000E+00    7.9889E-01    0.0000E+00
     431.60001    2.0243E-03    0.0000E+00    8.1335E-01    0.0000E+00
     431.70001    2.0083E-03    0.0000E+00    8.2841E-01    0.0000E+00
     431.80001    1.9940E-03    0.0000E+00    8.4404E-01    0.0000E+00
     431.90001    1.9813E-03    0.0000E+00    8.6024E-01    0.0000E+00
     432.00001    1.9700E-03    0.0000E+00    8.7698E-01    0.0000E+00
     432.10001    1.9601E-03    0.0000E+00    8.9425E-01    0.0000E+00
     432.20001    1.9514E-03    0.0000E+00    9.1203E-01    0.0000E+00
     432.30001    1.9438E-03    0.0000E+00    9.3031E-01    0.0000E+00
     432.40001    1.9146E-03    0.0000E+00    9.3801E-01    0.0000E+00
     432.50001    1.8711E-03    0.0000E+00    9.3801E-01    0.0000E+00
     432.60001    1.8293E-03    0.0000E+00    9.3801E-01    0.0000E+00
     432.70001    1.7891E-03    0.0000E+00    9.3801E-01    0.0000E+00
     432.80001    1.7504E-03    0.0000E+00    9.3801E-01    0.0000E+00
     432.90001    1.7132E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.00001    1.6774E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.10001    1.6491E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.20001    1.6359E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.30001    1.6371E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.40001    1.6528E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.50001    1.6833E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.60001    1.7194E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.70001    1.7568E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.80001    1.7957E-03    0.0000E+00    9.3801E-01    0.0000E+00
     433.90001    1.8361E-03    0.0000E+00    9.3801E-01    0.0000E+00
     434.00001    1.8781E-03    0.0000E+00    9.3801E-01    0.0000E+00
     434.10001    1.9218E-03    0.0000E+00    9.3801E-01    0.0000E+00
     434.20001    1.9942E-03    0.0000E+00    9.5088E-01    0.0000E+00
     434.30001    2.0908E-03    0.0000E+00    9.7351E-01    0.0000E+00
     434.40001    2.1937E-03    0.0000E+00    9.9703E-01    0.0000E+00
     434.50001    2.3035E-03    0.0000E+00    1.0215E+00    0.0000E+00
     434.60001    2.4204E-03    0.0000E+00    1.0468E+00    0.0000E+00
     434.70001    2.5451E-03    0.0000E+00    1.0731E+00    0.0000E+00
     434.80001    2.6781E-03    0.0000E+00    1.1003E+00    0.0000E+00
     434.90001    2.8199E-03    0.0000E+00    1.1285E+00    0.0000E+00
     435.00001    2.9712E-03    0.0000E+00    1.1577E+00    0.0000E+00
     435.10001    3.1327E-03    0.0000E+00    1.1879E+00    0.0000E+00
     435.20001    3.3051E-03    0.0000E+00    1.2191E+00    0.0000E+00
     435.30001    3.4891E-03    0.0000E+00    1.2513E+00    0.0000E+00
     435.40001    3.6856E-03    0.0000E+00    1.2846E+00    0.0000E+00
     435.50001    3.8955E-03    0.0000E+00    1.3189E+00    0.0000E+00
     435.60001    4.1198E-03    0.0000E+00    1.3544E+00    0.0000E+00
     435.70001    4.3595E-03    0.0000E+00    1.3909E+00    0.0000E+00
     435.80001    4.6159E-03    0.0000E+00    1.4285E+00    0.0000E+00
     435.90001    4.8900E-03    0.0000E+00    1.4673E+00    0.0000E+00
     436.00001    5.1833E-03    0.0000E+00    1.5073E+00    0.0000E+00
     436.10001    5.4972E-03    0.0000E+00    1.5484E+00    0.0000E+00
     436.20001    5.8333E-03    0.0000E+00    1.5907E+00    0.0000E+00
     436.30001    6.1932E-03    0.0000E+00    1.6342E+00    0.0000E+00
     436.40001    6.5787E-03    0.0000E+00    1.6789E+00    0.0000E+00
     436.50001    6.9919E-03    0.0000E+00    1.7249E+00    0.0000E+00
     436.60001    7.3727E-03    0.0000E+00    1.7574E+00    0.0000E+00
     436.70001    7.6345E-03    0.0000E+00    1.7574E+00    0.0000E+00
     436.80001    7.9096E-03    0.0000E+00    1.7574E+00    0.0000E+00
     436.90001    8.2698E-03    0.0000E+00    1.7726E+00    0.0000E+00
     437.00001    8.8185E-03    0.0000E+00    1.8227E+00    0.0000E+00
     437.10001    9.4082E-03    0.0000E+00    1.8740E+00    0.0000E+00
     437.20001    1.0042E-02    0.0000E+00    1.9268E+00    0.0000E+00
     437.30001    1.0723E-02    0.0000E+00    1.9809E+00    0.0000E+00
     437.40001    1.1456E-02    0.0000E+00    2.0364E+00    0.0000E+00
     437.50001    1.2245E-02    0.0000E+00    2.0933E+00    0.0000E+00
     437.60001    1.3094E-02    0.0000E+00    2.1517E+00    0.0000E+00
     437.70001    1.4007E-02    0.0000E+00    2.2115E+00    0.0000E+00
     437.80001    1.4990E-02    0.0000E+00    2.2729E+00    0.0000E+00
     437.90001    1.6049E-02    0.0000E+00    2.3357E+00    0.0000E+00
     438.00001    1.7189E-02    0.0000E+00    2.4001E+00    0.0000E+00
     438.10001    1.8417E-02    0.0000E+00    2.4659E+00    0.0000E+00
     438.20001    1.9739E-02    0.0000E+00    2.5334E+00    0.0000E+00
     438.30001    2.1164E-02    0.0000E+00    2.6025E+00    0.0000E+00
     438.40001    2.2698E-02    0.0000E+00    2.6731E+00    0.0000E+00
     438.50001    2.4351E-02    0.0000E+00    2.7454E+00    0.0000E+00
     438.60001    2.6130E-02    0.0000E+00    2.8193E+00    0.0000E+00
     438.70001    2.8046E-02    0.0000E+00    2.8950E+00    0.0000E+00
     438.80001    3.0107E-02    0.0000E+00    2.9723E+00    0.0000E+00
     438.90001    3.2325E-02    0.0000E+00    3.0513E+00    0.0000E+00
     439.00001    3.4709E-02    0.0000E+00    3.1321E+00    0.0000E+00
     439.10001    3.7271E-02    0.0000E+00    3.2146E+00    0.0000E+00
     439.20001    4.0022E-02    0.0000E+00    3.2989E+00    0.0000E+00
     439.30001    4.2935E-02    0.0000E+00    3.3820E+00    0.0000E+00
     439.40001    4.4926E-02    0.0000E+00    3.3820E+00    0.0000E+00
     439.50001    4.7005E-02    0.0000E+00    3.3820E+00    0.0000E+00
     439.60001    4.9171E-02    0.0000E+00    3.3820E+00    0.0000E+00
     439.70001    5.1422E-02    0.0000E+00    3.3820E+00    0.0000E+00
     439.80001    5.3757E-02    0.0000E+00    3.3820E+00    0.0000E+00
     439.90001    5.6170E-02    0.0000E+00    3.3820E+00    0.0000E+00
     440.00001    5.8623E-02    0.0000E+00    3.3820E+00    0.0000E+00
